\datem\exp_data\captex\captex2.txt           
year mn dy  shr  dur   lat     lon    pmch  stn
1983 09 27 0300 0600 42.08  -80.18    31.2  412
1983 09 27 0300 0600 42.60  -80.50    15.6  452
1983 09 27 0300 0600 42.67  -81.15      .0  454
1983 09 27 0300 0600 42.70  -82.35      .0  456
1983 09 27 0300 0600 40.67  -78.23    31.2  504
1983 09 27 0300 0600 41.80  -78.63   998.4  508
1983 09 27 0300 0600 42.25  -78.80   998.4  510
1983 09 27 0300 0600 42.48  -78.93   249.6  512
1983 09 27 0300 0600 43.18  -79.40      .0  552
1983 09 27 0300 0600 43.52  -79.92      .0  554
1983 09 27 0300 0600 43.98  -80.75      .0  556
1983 09 27 0300 0600 39.92  -76.75      .0  602
1983 09 27 0300 0600 40.48  -77.13    62.4  604
1983 09 27 0300 0600 41.98  -77.57   655.2  608
1983 09 27 0300 0600 42.88  -78.03    31.2  612
1983 09 27 0300 0600 43.03  -78.18    31.2  614
1983 09 27 0300 0600 43.92  -78.67      .0  652
1983 09 27 0300 0600 44.23  -78.37      .0  653
1983 09 27 0300 0600 44.62  -79.53      .0  654
1983 09 27 0300 0600 40.37  -75.93    15.6  702
1983 09 27 0300 0600 40.78  -74.67    15.6  703
1983 09 27 0300 0600 41.02  -75.90   265.2  704
1983 09 27 0300 0600 41.83  -75.87   187.2  706
1983 09 27 0300 0600 42.45  -76.45   982.8  708
1983 09 27 0300 0600 43.98  -77.22      .0  752
1983 09 27 0300 0600 44.28  -77.78      .0  754
1983 09 27 0300 0600 39.93  -74.70      .0  802
1983 09 27 0300 0600 40.45  -74.80      .0  803
1983 09 27 0300 0600 40.90  -74.60      .0  804
1983 09 27 0300 0600 41.30  -74.67   109.2  805
1983 09 27 0300 0600 41.63  -74.80    31.2  806
1983 09 27 0300 0600 42.08  -74.97   421.2  807
1983 09 27 0300 0600 42.47  -75.07  1138.8  808
1983 09 27 0300 0600 43.23  -75.40   514.8  810
1983 09 27 0300 0600 43.58  -75.52   670.8  811
1983 09 27 0300 0600 44.48  -76.03      .0  852
1983 09 27 0300 0600 40.67  -73.52      .0  902
1983 09 27 0300 0600 41.27  -73.80      .0  904
1983 09 27 0300 0600 43.05  -74.20    46.8  908
1983 09 27 0300 0600 43.97  -74.10   780.0  910
1983 09 27 0300 0600 44.80  -75.00   343.2  912
1983 09 27 0300 0600 45.55  -75.52    15.6  952
1983 09 27 0300 0600 41.10  -72.37      .0    2
1983 09 27 0300 0600 43.03  -72.80   483.6    6
1983 09 27 0300 0600 43.95  -73.22    31.2    8
1983 09 27 0300 0600 44.90  -73.80   421.2   10
1983 09 27 0300 0600 45.98  -74.00   187.2   52
1983 09 27 0300 0600 41.73  -71.43      .0  102
1983 09 27 0300 0600 44.40  -71.18    62.4  107
1983 09 27 0300 0600 44.93  -72.20   156.0  108
1983 09 27 0300 0600 46.07  -72.58   358.8  152
1983 09 27 0600 0600 43.07  -76.83   670.8  710
1983 09 27 0900 0600 42.25  -78.80   639.6  510
1983 09 27 0900 0600 43.18  -79.40    15.6  552
1983 09 27 0900 0600 39.92  -76.75      .0  602
1983 09 27 0900 0600 40.48  -77.13    46.8  604
1983 09 27 0900 0600 41.98  -77.57   109.2  608
1983 09 27 0900 0600 42.88  -78.03    15.6  612
1983 09 27 0900 0600 43.03  -78.18      .0  614
1983 09 27 0900 0600 43.92  -78.67      .0  652
1983 09 27 0900 0600 44.23  -78.37      .0  653
1983 09 27 0900 0600 44.62  -79.53      .0  654
1983 09 27 0900 0600 40.37  -75.93    15.6  702
1983 09 27 0900 0600 40.78  -74.67   312.0  703
1983 09 27 0900 0600 41.02  -75.90   343.2  704
1983 09 27 0900 0600 41.83  -75.87  1497.6  706
1983 09 27 0900 0600 42.45  -76.45   717.6  708
1983 09 27 0900 0600 43.98  -77.22      .0  752
1983 09 27 0900 0600 44.28  -77.78      .0  754
1983 09 27 0900 0600 39.93  -74.70    62.4  802
1983 09 27 0900 0600 40.45  -74.80    62.4  803
1983 09 27 0900 0600 40.90  -74.60   234.0  804
1983 09 27 0900 0600 41.30  -74.67   312.0  805
1983 09 27 0900 0600 41.63  -74.80   483.6  806
1983 09 27 0900 0600 42.08  -74.97   608.4  807
1983 09 27 0900 0600 42.47  -75.07  1123.2  808
1983 09 27 0900 0600 43.23  -75.40   655.2  810
1983 09 27 0900 0600 43.58  -75.52   109.2  811
1983 09 27 0900 0600 44.48  -76.03      .0  852
1983 09 27 0900 0600 40.67  -73.52   296.4  902
1983 09 27 0900 0600 41.27  -73.80   280.8  904
1983 09 27 0900 0600 43.05  -74.20   327.6  908
1983 09 27 0900 0600 43.97  -74.10   109.2  910
1983 09 27 0900 0600 44.80  -75.00    46.8  912
1983 09 27 0900 0600 45.55  -75.52      .0  952
1983 09 27 0900 0600 41.10  -72.37   249.6    2
1983 09 27 0900 0600 43.03  -72.80   483.6    6
1983 09 27 0900 0600 43.95  -73.22   421.2    8
1983 09 27 0900 0600 44.90  -73.80    15.6   10
1983 09 27 0900 0600 45.98  -74.00      .0   52
1983 09 27 0900 0600 41.73  -71.43   109.2  102
1983 09 27 0900 0600 44.40  -71.18   499.2  107
1983 09 27 0900 0600 44.93  -72.20   452.4  108
1983 09 27 0900 0600 46.07  -72.58   140.4  152
1983 09 27 1200 0600 43.07  -76.83   202.8  710
1983 09 27 1500 0600 42.25  -78.80    62.4  510
1983 09 27 1500 0600 40.37  -75.93   187.2  702
1983 09 27 1500 0600 40.78  -74.67   249.6  703
1983 09 27 1500 0600 41.02  -75.90   156.0  704
1983 09 27 1500 0600 41.83  -75.87   561.6  706
1983 09 27 1500 0600 42.45  -76.45    15.6  708
1983 09 27 1500 0600 43.98  -77.22      .0  752
1983 09 27 1500 0600 44.28  -77.78      .0  754
1983 09 27 1500 0600 39.93  -74.70   530.4  802
1983 09 27 1500 0600 40.45  -74.80   249.6  803
1983 09 27 1500 0600 40.90  -74.60   218.4  804
1983 09 27 1500 0600 41.30  -74.67   109.2  805
1983 09 27 1500 0600 41.63  -74.80   343.2  806
1983 09 27 1500 0600 42.08  -74.97   187.2  807
1983 09 27 1500 0600 42.47  -75.07   171.6  808
1983 09 27 1500 0600 43.23  -75.40   109.2  810
1983 09 27 1500 0600 43.58  -75.52    15.6  811
1983 09 27 1500 0600 44.48  -76.03      .0  852
1983 09 27 1500 0600 40.67  -73.52   561.6  902
1983 09 27 1500 0600 41.27  -73.80   608.4  904
1983 09 27 1500 0600 43.05  -74.20    62.4  908
1983 09 27 1500 0600 43.97  -74.10      .0  910
1983 09 27 1500 0600 44.80  -75.00      .0  912
1983 09 27 1500 0600 45.55  -75.52      .0  952
1983 09 27 1500 0600 41.10  -72.37   670.8    2
1983 09 27 1500 0600 43.03  -72.80    46.8    6
1983 09 27 1500 0600 43.95  -73.22   156.0    8
1983 09 27 1500 0600 44.90  -73.80      .0   10
1983 09 27 1500 0600 45.98  -74.00      .0   52
1983 09 27 1500 0600 41.73  -71.43   156.0  102
1983 09 27 1500 0600 44.40  -71.18   156.0  107
1983 09 27 1500 0600 44.93  -72.20    31.2  108
1983 09 27 1500 0600 46.07  -72.58      .0  152
1983 09 27 1800 0600 43.07  -76.83      .0  710
1983 09 27 2100 0600 42.25  -78.80      .0  510
1983 09 27 2100 0600 40.37  -75.93    62.4  702
1983 09 27 2100 0600 40.78  -74.67    78.0  703
1983 09 27 2100 0600 40.67  -73.52   421.2  902
1983 09 27 2100 0600 41.27  -73.80   234.0  904
1983 09 27 2100 0600 43.05  -74.20      .0  908
1983 09 27 2100 0600 43.97  -74.10      .0  910
1983 09 27 2100 0600 44.80  -75.00      .0  912
1983 09 27 2100 0600 45.55  -75.52      .0  952
1983 09 27 2100 0600 41.10  -72.37   686.4    2
1983 09 27 2100 0600 43.03  -72.80    46.8    6
1983 09 27 2100 0600 43.95  -73.22      .0    8
1983 09 27 2100 0600 44.90  -73.80      .0   10
1983 09 27 2100 0600 45.98  -74.00      .0   52
1983 09 27 2100 0600 41.73  -71.43    62.4  102
1983 09 27 2100 0600 44.40  -71.18      .0  107
1983 09 27 2100 0600 44.93  -72.20      .0  108
1983 09 27 2100 0600 46.07  -72.58      .0  152
